"Date","Time","Expectancy","Value","Tracking","Planning","Effort","Focus","Help","Environment","Organising","Motivation","Anxiety","Enjoyment","Feedback","Metacognition","Exercise_last_2h","Avg_heartrate_last_2h","Stepcount_last_2h"
140,"14:16",8,9,7,8,6,6,4,7,5,9,8,6,3,5,29,136.220720720721,4965
142,"11:49",9,8,8,9,9,8,5,6,6,7,3,8,6,5,9,86.6315789473684,2491
142,"13:21",8,9,8,9,8,8,8,5,5,7,3,8,4,7,15,93.3141553846154,5137
143,"12:58",7,8,8,8,7,6,6,6,6,7,4,6,7,5,35,132.075129533679,5016
143,"14:38",8,6,6,4,6,7,6,7,5,6,5,6,7,6,3,87.023527027027,1193
144,"10:15",6,7,6,7,7,6,6,5,5,6,5,5,4,7,12,66.5853658536585,1977
144,"11:47",5,6,5,3,6,5,6,5,6,6,5,5,2,7,14,74.9772727272727,3767
144,"18:09",7,8,8,8,8,7,8,5,4,7,8,4,10,7,2,61.6974,1426
145,"10:24",7,8,5,7,7,5,6,4,4,5,7,5,9,7,8,66.9166666666667,1712
145,"12:25",7,7,7,8,6,5,6,8,4,6,7,6,9,8,3,73.5925925925926,394
145,"14:41",7,9,8,8,7,5,6,7,4,6,8,3,8,9,5,76.3125,2207
145,"17:59",8,9,8,8,7,6,7,8,6,8,5,7,7,9,11,89.2471772151899,4377
146,"12:19",8,8,9,9,6,5,6,9,6,8,6,8,7,9,29,131.180555555556,5222
146,"15:29",7,9,8,9,8,8,6,8,6,9,4,8,8,9,0,77.32,113
147,"12:02",7,8,8,8,8,7,7,9,5,9,3,9,8,6,8,78.975,2070
147,"13:32",7,8,7,9,8,5,6,7,5,6,6,6,8,7,0,65.1198866666667,1309
148,"12:13",7,9,8,9,9,6,6,5,5,7,7,8,8,6,0,47.162136,149
148,"13:36",6,8,7,8,8,7,5,6,4,7,7,7,6,8,10,84.4912431372549,3580
148,"14:50",7,8,8,7,8,7,5,6,5,7,8,7,8,9,5,70.92,2569
149,"12:11",7,8,5,6,5,8,5,6,3,9,3,9,6,5,5,54.6206896551724,860
149,"14:20",7,6,7,6,6,4,6,5,4,5,3,6,5,7,5,69.104108,1688
149,"15:23",4,5,5,6,8,4,6,4,3,4,4,7,6,8,0,69,511
150,"08:49",9,9,8,9,7,7,5,4,5,7,3,7,4,8,0,42.7082451612903,24
150,"10:32",8,8,7,9,8,8,8,8,5,7,6,5,9,6,6,42.5,411
150,"12:47",7,8,8,6,7,6,6,8,4,6,6,5,7,7,0,66.7175423076923,695
150,"14:32",6,8,8,9,8,8,6,8,4,7,8,8,9,8,3,79.7941176470588,2007
150,"15:34",6,8,8,8,8,5,6,7,6,5,6,6,7,8,3,70.5217391304348,1296
151,"10:12",5,8,8,4,5,6,8,6,4,7,5,6,4,6,0,42.5652173913044,32
151,"11:58",8,8,6,9,7,7,6,9,4,6,4,7,5,6,18,78.5411764705882,4775
151,"13:29",6,9,8,8,7,8,8,9,5,8,3,7,4,8,3,63.8367958333333,1525
151,"14:29",6,8,5,9,8,8,8,7,4,7,6,4,3,8,7,66.6190476190476,2446
152,"09:33",8,4,7,6,9,7,7,6,7,3,2,5,2,7,0,42.948152,21
152,"11:45",8,8,8,9,8,8,7,8,7,8,3,5,2,8,13,82.7441860465116,3415
152,"13:40",7,9,8,9,8,6,6,7,5,8,3,7,2,6,26,141.287536912752,5089
152,"15:11",7,9,6,7,8,7,4,7,6,7,4,6,1,8,2,81.5652173913043,161
153,"09:15",8,6,10,7,8,6,6,7,5,6,5,6,2,5,0,44.7778076923077,44
153,"10:23",9,8,9,10,8,8,6,5,5,7,5,7,2,6,11,58.5151515151515,1898
153,"11:39",8,9,8,8,9,8,8,6,7,8,3,7,1,8,13,67.9428571428571,3771
153,"13:36",8,8,10,10,8,7,6,7,6,8,6,7,2,8,4,86.1259386363636,1360
153,"15:25",9,9,10,8,8,8,7,8,7,8,2,8,2,9,3,78.5294117647059,361
154,"10:10",8,8,8,8,7,7,6,5,8,7,5,7,2,6,0,48.5,13
154,"13:42",8,8,9,9,8,7,8,7,7,8,2,8,2,7,5,83.0729314285714,1856
154,"15:32",7,8,9,10,9,8,6,7,7,8,6,7,2,7,0,73.1666666666667,585
155,"13:28",6,7,8,8,5,4,5,4,5,5,7,4,1,5,0,58.783312,334
155,"14:55",6,7,7,8,7,6,5,3,4,5,7,4,1,7,6,94.5,1861
156,"13:51",7,8,8,8,7,9,6,4,5,8,3,6,2,5,10,90.7938967741935,1840
156,"15:04",8,8,9,9,8,9,7,6,5,7,3,7,1,8,16,97.0491803278689,3944
157,"11:50",4,7,8,9,3,4,4,3,3,5,6,4,2,5,0,41.1034482758621,0
157,"13:18",8,7,8,8,8,6,6,7,6,7,6,6,2,5,14,80.1585078947368,3446
157,"15:23",7,8,8,8,9,8,7,5,4,8,6,7,2,6,11,77.6129032258064,2688
158,"09:01",6,5,6,8,6,5,6,3,6,4,5,6,2,5,0,45.098284,16
158,"10:00",8,9,8,7,8,7,8,5,6,7,2,7,2,5,0,43.516325,16
158,"11:21",8,7,7,8,8,8,6,4,7,6,3,6,1,6,11,62.2083333333333,3156
158,"13:40",8,9,8,10,9,8,5,4,6,7,6,8,1,7,4,81.4873266666667,1387
